input_text,target_text,generated_text
pair | size | roomy | look | comfort | have | take | gym | class | support | run | wear | home | weight | lining | shoe,"i bought a pair from DSW for 50$ and they are very comfortable but i bought a size 6.5 when I normally where a size 7.  and even the 6.5 feels a little roomy.  I have wide flat feet btw.  im not sure if I will keep them even though i love their look and comfort.  I've been having feet problems while taking a gym class and I think they won't give me enough support when running.  they're great for wearing at home or gym and doing exercises in one place- extremely light weight and flexible, but i don't know if they'll last long if you use them everywhere else.  :(  i really like them but i cant just buy 2 different shoes.
also, i really like the strings inside the lining on the side of the shoes to adjust and make the shoe fit snug. it makes me feel secure :D","I purchased this pair because it's my size. It's all good and it looks mighty comfortable. I recommend taking a class at the gym or with the Matrix Air Conditioner (so-called as ""The Running"
advice | size | sock | fit | tongue | ankle | look | weight | toe | plenty | room | foot,Took other reviewers advice and went up half size and it was too large. I thought this was a more sock-like fit but it had a tongue that came up high on my ankle not at all sock like. Nice looking and very light weight with a rounded square toe that left plenty of room front foot and toes. These just weren't what I was looking for.,I bought this advice because it is such a cute little sock. I really like the fitment of the tongue. I also love that it has a toe space. I recommend it because it has plenty
training | walking | exception | run | support | insole | star | foot | good | fit | class | arch | shoe | go | day | walk | gym | use | zumba | hip | hop | flexibility | pair | verge | sneaker | point | leg | press | shop | add | edge | night,"Favorite training and walking-around sneakers.
They look good with just about anything, and are comfortable for most situations.
With the exception of running (for which I use proper Mizuno running sneakers with an arch-support insole), these sneakers are my go-to.
If I could, I'd take away a 1/2 star for arch support - I have a slightly wider front of the foot and arches that are a little on the high side, so I do look for a good under the foot fit. I could probably tie the laces differently or put in an insole(they're pretty expensive), but as is, when I did a zumba class in these, my arch began to twinge :(
However, this is overall an awesome shoe that I will continue to stick with for going out, day to day walking, and for training and gym use (with the exception of running and zumba (although hip-hop was fine). The shoes have a great flexibility to them and don't look ""dirty"" easily. My previous pair of flex supreme TR 3s have lasted for a good 2 years and are just now on the verge of being worn out. This is the optimal sneaker that is flexible in more ways than one: from pointing you toes to leg-pressing, from gym use to shopping to adding a sporty edge to a dressy night out, the flex has it all.","I have been using these for over 30 years and I have no excuse for not using them. Running without support or running around my feet is no exception. I have an insole that is 4.5""x5"" and it has a"
look | comfort | style | lift | run | pronation | supnation | stride | week | treadmill | have | road | trail | tip | lot | heal | muscle | runner | sprinter | support,"I LOVE the look and comfort of these shoes for style and lifting weights. Super cute and flezable. BUT for running, absolutely not!! It might just be my pronation/supnation and these shoes just do not work for my personal stride. I run about 2-4 miles every few days. Average of 8 miles a week and then sprints twice a week on a treadmill. Just after running with these 3 times, I am having major back issues that I have never had before.

MY STATS and other shoes:
I road and trail run. I run on my tip toes on the treadmill and a lot of heal on the road. I am 5'6 169lbs with more muscle than an average runner. Built more like a sprinter than a marathon runner.
I LOVE Nike FLEX bottoms. They really give me support and flex needed. I have also used Asics and Puma.","I was looking for comfort and style when I was looking for a treadmill. But for me, that wasn't enough. After a few weeks I was finally able to get the desired stride. After a week of running"
size | store | support | cloud | shoe | half | work | get | shape | day | rubbing | toe | joint | pinkie | heel,"I bought a wide size of these at a local store and they are amazing!  Soft, comfy, with moderate support.  Not a cloud to walk on, but not minimalist.  The wide size is perfect for my wide feet with high arches.  The shoe tends to run about a half size long though, especially for Nike.  I am working on getting in shape, and these shoes feel good all day... No rubbing on my big toe joint or pinkie toe or heel.  Very pleased.","I have a huge size in the store and would love to find more in the store. I have a shoe that fits half and is easier to hold. I basically use this one every day, and it's rubbing like"
wife | store | size | amazon | couple | run | job | lot | warehouse,I bought these for my wife. She saw them in the store but did not have their size so i ordered on amazon. She loves them . She already had for a couple of months and no complains at all. One of her favorites shoes for running or for her job since she walks a lot in the warehouse. Now she loves me more. :),"My wife and me have used this in the store that I purchased it from but they haven't gotten any more in. I bought them both up front, one in the store and the other one in the store. I haven"
size | sizing | shoe | style | color | look | neon | hour | walk,Love my new Nike's.  It's been years since I've been able to wear them (sizing changed years ago and I just couldn't wear them any more) but now the new styles and sizing are perfect.  Lightweight shoe with tons of style.  The Fog color is just what I was looking for...not black and not neon!  I wore them to participate in Relay for Life (24 hour walk) and they held up great!,I have a size 9 shoe so I didn't need to go over my heels to get the right size. I basically use the smallest size when I am walking around and I don't have to be big to fit my shoe
purchase | wear | sneaker | work | sock | experience | shoe,"I am so happy with this purchase. I feel like I'm barely wearing a sneaker when working out. Another plus is that when I take off my sneaker, my sock is barely sweaty! I have never had that experience with a shoe. The shoe is also very attractive and flattering and looks nice on my feet.","I am so disappointed that Avon discontinued this product. I am an avid sneaker fan. I bought this to replace my previous purchase, which also includes a sneaker. My sneaker was uncomfortable at work, and I didn't"
shoe | size | sport | store | u,"Super cute shoe however runs wide and big, I'm a size 10 however this size 10 is too big. I went to a sporting goods store and tried the same shoe on  turns out with this particular shoe I'm a 9.5, so order half the size u normally are.","I purchased a shoe for my size 7, and I love it. I also buy the size 4 shoees. I no longer have any size in it, I am not crazy about the size 5 shoees! I bought them in"
jogging | shoe | run | cloud | fit | go | pair | time | weight,"A-MA-ZING!  I needed a good jogging shoe and these make me feel like ""Forest Gump"".  I felt like I was running on a cloud.  I have narrow feet and these fit perfectly.  I am so happy that I am going to purchase another two pair as back-ups for once it's time to replace them.  Highly recommend to women who like to walk or run and light a light weight, comfortable shoe.",I have been using these for over 30 years and I have no idea why they are so bulky and that is why I decided to make these boots. I didn't realize that I had a running shoe and couldn't pass it
shoe | foot | support | come | vibram | bail | shin | walk | run | concrete | nike | supreme | money,"This is the most comfortable shoe I've ever had. No other shoe can compare to how the individual nubs on the bottom allow your foot to be cushioned, yet work like it's suppose to. My feet feel cradled in this shoe and hard surfaces don't make my feet ache anymore.

These shoes have a small amount of support, but not much, which I like as I'm coming from vibram five fingers. (Sorry vffs, I'm bailing after 2 years of shin splints, no matter what I did).

Highly recommended for walking/running on concrete or tracks. As long as nike continues to make the flex supreme, they will get my money. Please don't change this shoe!",I recently had a Shoe Shoe that was afoot but still supported by a big toe. The foot support was great but the vibratoon needed to get the shinny off was useless. It
picture | shoe | toe | size | half | width | brand | shoot | rounder | design | detail | wear,"The picture makes the shoe look like it has a ""boxier"" toe rather than the ""pointier"" toe that it actually has. I have wider feet and generally need to buy a size or half size longer to get a comfortable width (in any brand of shoe). I was shooting for a rounder, broader toe design which is more comfortable for me, and I feel that the pictures of this shoe didn't accurately depict what I received, in that one detail. Otherwise, ""the shoe fits."" So I am wearing it.","I took this picture because I didn't think it would fit my toe. I should probably take a closer look at this brand as it does not have a toe size. Half way through the toes, I was"
recess | aide | day | store | purchase | pair | shoxs | pain | hip | point | limp | rest | evening | way | routine | wear | row | problem | today | time | walk | stand | update | couple,"I am a recess aide and on my feet all day long. I tried these shoes on in the store before purchasing them on Amazon. They are very lightweight and comfortable. I was surprised how great they felt. I haven't had a pair of Nikes since Nike shoxs came out. They are so much more lightweight than those. I wore them an entire day the first day and had no problems. The second day; however, I got a pain in my hip to the point where I started limping. As soon as I got home and took them off, the pain was gone the rest of the evening. I'm only 30 by the way. Nothing else in my daily routine changed except wearing these shoes two days in a row. I don't understand why it would make my hip hurt since they are comfortable on my feet, but I'm sure that was the problem. I wore different shoes today and had no pain. I don't think as much as I am on my feet I will be able to wear them an extended amount of time. I will have to rotate wearing them every other day. For normal wear, I believe, people will be fine. I am literally walking or standing six hours a day straight.

**UPDATE: So, initially after wearing them, I had hip pain after wearing them. I don't know if they just needed to be broken in, but I wear them all the time now and have not experienced any pain since the first couple times of wearing them. They are comfortable, and I love them even more now.",I have had multiple surgeries on my feet that have left me with multiple issues including back issues. I am so glad I was able to buy this now. I am in the store that I was originally from but they are now discontinued. I
store | buy | look | cross | training | shoe | push | purchase,"Tried them on in a store before buying online so I knew they'd fit good. Overall I was looking for a durable cross training shoe that would hold up to my rigorous training and these have been great so far. They are really light and comfortable. Most importantly for me they have grips on the bottoms so my feet don't slide out from under me while doing planks, push-ups, etc. Highly satisfied with this purchase.",I was looking for a shoe that will accommodate my large order and I was looking for a few pairs of flat shoes. I was excited to try these out and I couldn't pass them up. After looking at the various styles and
mirror | finish | gold | engagement | ring | price | band | size | tungsten,Beautiful mirror finish-very comfortable. Looks great with my white gold engagement ring and you cant beat the price. I have another band like this in a different size that Ive had for 2 years and the finish is still beautiful with no scratches. If you want a beautiful ring at a great price I highly recommend the white tungsten carbide!!,"I am so disappointed that Avon discontinued this mirror because I can't live without it. I have a finish that is almost as good as the others. I am also very happy with this mirror. The setting is beautiful, too."
capris | teal | color | time | gym | leg | way | waist | comfortable | coverage | medium | size | photo | ankle | calf | weight | fabric | comfort | degree | summer | weather | price,"WOW!  I love these capris!  I ordered the deep teal and they are a very dark blue/teal (a much deeper prettier color than shown).  I received many compliments the first time I wore them to the gym.  They are super soft and comfortable from the leg all the way to the waist...COMFORTABLE.  They never slip down at the waist and give me full coverage (not see through at all). I am 5' 4"" and 159 pounds and I ordered a medium.  The size fit perfectly although that being said they are longer on me than the photo (probably my short legs) but came 2 inches above my ankle so just below my calf.  Given that I have weight to loose these are very flattering on as well.  They are also a nice stretchy fabric (thus the comfort) and cool.  We are in the high 90's and 100 degree summer weather and I am cool!  Purchase these as you won't be disappointed especially at this price.  I like these better than my Lululemon and Athleta capris!!!  I am back to purchase more!","I like Capris. It is a very comfortable, medium size. I have calf muscles that are slightly oversized, but still comfortable. I recommend it in any case. It is warm to the ankle, which is the"
ring | day | order | delivery | date | finish | seller | business,My ring shipped the same day that I placed the order and was received well before the estimated delivery date. It is absolutely beautiful!! It is a substantial ring without being overly heavy and is very comfortable to wear. I've cooked and cleaned with it on and it is still free of scratches and the finish is beautifully shiny. It also runs true to size. I highly recommend this ring and this seller!! Will definitely do business with them again.,"I received ringtones for the first time and I couldn't believe the date. I had been waiting for it to arrive, and I couldn't believe the other day. I had been able to order them again. This"
change | review | washing | size | fit | toe | snug | problem | quality | price | set | stocking,"I am changing my review after a second washing.
I am a male size 9 wide and after washing  they are a very tight fit. They are mid calf, wide enough at the toe, but snug from toe to heel. That said I think a male size 8 is about it. Larger size feet might have a problem. Quality is OK for the price. You will see these socks sold singly on other sites at $12.99 each!  I like the socks and ordered a second set to put in my daughters Christmas stocking.","I am so disappointed that Avon discontinued this product because I didn't feel it fit in my toe. I wanted to use it sparingly so as not to use it up too quickly. Sadly, my small size was too"
shoe | sole | feeling | bend | foot | ankle | pain | color | mesh | summer,Favorite Nike shoe ever! The flex sole is excellent for someone like me who loves the free feeling of sandals or being barefoot. These move effortlessly with the bend of my foot. I've worn these for multiple activities and I've had no foot or ankle pain. The white/green/dark grey color goes with so many outfits and the mesh breathes perfectly on hot summer days. Highly recommend!,"I have a pair of pairs of flat footshoes that are comfortable but don't have the feeling of being pushed too much. I feel like this shoe is kind of cliche, especially in the summer months. I"
fault | read | fiber | content | shirt | touch | manufacturer | course,"Largely my fault for not reading carefully, but the high synthetic fiber content made the shirt uncomfortable to the touch.  Not the manufacturer's fault, of course.","I have a fault with reading fiber, and I have to find a way to fix it. I use fiber primarily for cleaning and the shirt itself. I am not a big fan, so I have to take some time to"
