video | editing | software | suite | version | start | square | bit | time | play | interface | sense | documentation | computer | program | hour | work | deal | hand | include | studio | example | somebody | cost | bud | editor | experience | day | note | bonus | screen | money | fan | tendency | licensing | service | fact | system | stability,"Pinnacle Studio was the video editing software suite I first tried and learned on... back in like version 8 or something like that--it was 10-15 years ago.  Anyway, nobody showed me how to do anything related to video editing and I was really starting from square one on my own.  It took a bit of time, but simply by playing around with it a bit, I figured out how to do most things I could think to want to do.  The interface made sense and their documentation was sufficient for me to learn by playing.

Back then, Pinnacle was pretty buggy.  Several times I would want to throw something at my computer because the program would crash and lose the last hour of my work.  That was a big deal, however, everything else about Pinnacle made me very happy.  Since then, I've tried my hand at several other video editing suites including (and I don't even know if some of these are around anymore) Roxio Video Wave, Cyberlink Power Director, Corel Video studio, Ulead Video Studio, and even Adobe Premier Pro.  There are pluses and minuses on most of them (I say ""most"" because some are all ""minus"" and no ""plus"").  For example, while Adobe Premier Pro is super powerful, I can never figure out how to do what I want to do on it (not to mention it is super expensive if you don't know somebody who works for Adobe and can get it for you for like 10% of the original cost).

So, what is a budding video editor to do?  What suite should they buy?

I still love Pinnacle Studio and from my experience (not that I do this every day or anything), they have really polished their software and it is not buggy like the old versions used to be.  If you choose this suite, you'll be able to do most anything you want.  As a side note, I also really enjoy using PowerDirector for the same reasons--powerful and easy to use.  However, this version of Pinnacle Studio comes with a bonus that I got excited about: live screen captures!  There have been many times I've wanted to be able to record what I was doing on screen, but when last I seriously looked into it (a while ago, I admit) all the software to do it was expensive and I didn't want to spend money on it.  Now I get it as a free bonus to an already great program.

Also
I was sad to learn a few years ago that Corel bought Pinnacle.  I'm not a fan of Corel, primarily because I don't like their tendency to use the Protexis licensing service due to the fact that I have noticed system stability issues from it (Corel Video Studio lived on my computer for about 1 day before I uninstalled it and threw it out).  This is why I was thrilled to learn that even though Pinnacle is owned by Corel, it did not install Protexis.  YAY!

As I continue to use Pinnacle Studio 18, I'll update if I find any issues, but so far I'm very happy with it.

Recommended.","I've used video editing software for over 30 years and loved it............. BUT.... the software stopped me from using it at first, and then, at some point, I changed my mind. This is the only program that makes sense to"
lot | past | malware | internet | software | scan | labor | run | system | gripe,"I've used Trend Micro's Housecall a lot in the past for my online scans or to remove any malware.  Up until now I hadn't ever used their Internet Security software in the past.  I found that it is just as accessible as Housecall.  The windows are sleek and easy to you use.  The scan itself isn't to labor intensive and you can actually use other programs while it is running a full system scan, which I've found is usually my biggest gripe about other Internet Security software.  All in all I would recommend along side other comparable big name Internet Security programs.","I've had a lot of malware in the past, and I was like ok lets try it and I couldn't believe how fast I could get this done. I used a lot of malware in the past, and in"
update | review | product | development | vendor | software | sale | magnitude | work | reason | star | purchase | today | get | spend | access | market | finance | niche | scope | gold | standard | era | include | process | establish | vm | boot | spreadsheet | ugh | comparison | head | source | assume | bank | connectivity | network | manual | guide | installation | configuration | setup | investment | usability | help | hand | bring | variety | money,"i'm updating a prior review.

Since I bought this product Intuit has discontinued development of Quicken. They are supposed to sell it to some other vendor. I've never seen a software sale of this magnitude work. For that reason alone this would be a two star rather than three star purchase.

What takes it down to 1 star is that today I'm getting Quicken emails about spending patterns. I did not (knowingly) enable online access to my accounts.

Don't use this product.

--------
The market for personal finance software is not what it was 15 years ago. It is now a niche market. (The reason why that happened is beyond the scope of an Amazon review.)

I am sure nobody would develop Quicken for Windows (the gold standard) today. It's development was funded in a different era, including the painful process of establishing connections to banks. So we can't compare a new product (Quicken for Mac 2015) to that product. If you want all those features you need to run windows in a Mac VM or do dual boot.

So we compare this product to using a spreadsheet (ugh) or iBank 5. Unfortunately that's a very hard comparison to make. I mentioned this was a niche market -- I've not seen any serious head-to-head comparisons from a trusted source.

I opted for this product assuming it leveraged the bank connectivity network funded by Quicken for Windows. It does indeed do that.

It is not a stellar product. It desperately, desperately, needs a manual -- but the finance market is now so small that even niche ePublishers won't write a guide for it. Installation and configuration was quirky. Manual setup of 529 and other non-integrated investment tools is weird. I ran into several UI bugs and usability issues.

There's no Help file.

On the other hand, after initial setup it's bringing data in from a variety of investment sources and multiple US bank accounts. That's something.

I think it's worth the money. A manual might even make it four stars.","I was excited to see the latest version of the Apia etihad software. It is now available to download for free or at a discounted price, usually for two or three months. The main reason for this is because"
lie | software | go | find | subscription | renewal | entrepreneur | feel | invoicing | process | pricing,"I'd be lying if I said I didn't like this software, however, after going through the features and then finding out about the subscription and annual renewal of this already $800 software. As an entrepreneur, I will stick to my Quickbooks software.

This software has a very familiar feel as the Quickbooks, except I like the Quickbooks graphics much better. There is so much you can do with this software, and I will say that I like the invoicing process on this software much better than the Quickbooks.

But this software go 3 stars because of their pricing and annual requirements.","I purchased this software because it's my favorite, ever. But when it was released, it was discontinued from production to help me deal with the ongoing costs and I wasn't happy about the price tag. I did not feel like there"
user | year | greed | product | problem | instal | update | program | background | software | pencil | calculator | guidance | process | result | movement | time | ask | hr | block | screen | go | price | star | purchase | listen | error,"I had been a TurboTax Deluxe user for 20 years, then his year greed became important to TurboTax, so I purchased this product.  I have just finished my taxes.  No problem installing, no bugs, no problem with update, no problem using the program.

Some background, prior to the 20 years using software I did my taxes with manuals, pencil and calculator, so I do not need much guidance so far as the process.  Am able to review my printed taxes to insure the result look reasonable. I found HR  updates were faster, movement through forms more direct and logical than TT.  TT spends more time asking questions and where as HR asks you to check a block and offers a ""learn more"" help screen. So if you know what you are going HR will work fine, if you are new to taxes or are using new forms TT is better.  I am retired so I only used Schedule B and D.

If the price and program schedules were the same I would give TT  five stars and HR four stars.  I have given HR the extra star because of the price.  If I had purchase TT 2014 Deluxe his year with its limitations I would have given it one or two stars.

TT if you are listening.  You say you have learned from your error.  If you bring back the old TT Deluxe in 2015 and price it reasonably I will purchase your product again.  If you play more games you have lost me to HR.",I was a huge user for many years and was really sad when I tried this one for the first time. I didn't really understand why the price was so steep that I had to pay full price again. Because my product is so
product | week | mail | rebate,"Good product - but I paid too much for it at Amazon.com.  If I'd have waited another week or so - stores like Best Buy, Circuit City, Staples, etc. had the same product for considerably less with mail-in rebate offers.","I purchased this product within the first week of receiving the product. I had not received any other product from the manufacturer. I kept it because I had been working on it for about 1 week, and I got 2 weeks after the mailing. I"
mind | software | malware | confuse | cherry | computer | performance | let | stuff | pc | topic | workstation | security | suite | begone | include | retrieve | provide | product | key | email | address | dashboard | separate | protection | spyware | spam | intrusion | firewall | screen | information | date | subscription | view | digging | set | runtime | user | use | run | update | footprint | cpu | memory | usage | browse | clutter | browser | toolbar | nonsense | schedule | level | go | feature | ensure | overload | internet | job | spare | lot | confusion | version | monitor | activity | os | way | virus | list | layperson | month | review | watch | year | value | competition | past,"I had been becoming of the mind that anti-virus software may actually be worse than the viruses and malware themselves.  Most retail offerings are overpriced, difficult to install, and confusing to maintain.  And then the cherry on top is that they typically bog down your computer's performance while letting the bad stuff through anyway.

But PC Tools Internet Security 2009 has turned me around on this topic.  It installed easily on my Windows XP (sp3) workstation after I had removed my prior security suite (begone forever, Norton 360!), including automatically retrieving all of the latest updates.  Registration was as simple as providing the product key and my email address - immensely less obtrusive than the Norton runaround.

The dashboard is easy to read, visually separating its protection against spyware, viruses, spam and intrusion (i.e. firewall) into different portions of the screen.  Globally useful information such as the most recent scan date and how many days are left on your subscription are placed in immediate view - no digging required.  Click any of the protection panes and you get detailed information including helpful links for setting runtime options and viewing historical results.  It's all very user-friendly and intuitive.

PC Tools really shines during routine use.  Aside from the times when it was running an update, the software's footprint was very manageable, both in terms of CPU and memory usage.  So no more slowdowns during browsing.  And it manages to provide this protection without cluttering up your browser with any branded toolbar nonsense - imagine that, Norton!

Its schedule, thresholds and notifications are all simple to customize so that you get the level of protection that you want without going overboard with non-stop messages and warnings.  Their IntelliGuard feature is aimed at ensuring ongoing protection while not overloading the average user with technical minutiae.  Let's face it - the average Internet user doesn't know (or even want to know) hot to properly configure his or her firewall.  IntelliGuard does a good job of doing it for the user, sparing a lot of the confusion which can actually lead to loopholes in security.

Its scans seem to be very thorough - it immediately picked up lots of resident malware and other nonsense that Norton had quietly let live on my PC for who knows how long.  This version also touts a new ""Behavior Guard"" feature that supposedly catches potential threats based on monitoring suspect activity in the OS of your computer.  Put another way, a virus doesn't have to become ""known"" and added to everyone's update list for you to be protected from it.  How well does it work?  Well, that's difficult for the layperson to assess, but I can tell you that a month in, I'm yet to have any virus or malware-related problems and I feel much more confident than I ever did with any other retail suite.  I'll certainly update this review if anything bad happens under PC Tools' watch, however.

The PC Tools Internet Security suite comes bundled with licenses for one year of protection for three computers, so it's also a good value compared to the retail competition.  This software has actually done what none of the other competitors I've tried could do in the past:  changed my mind for the better about anti-virus software.","I think that Minder's Antivirus product is good enough for a single user. But there are too few of them to be of any real help as a program. As a professional IT, I've used many things"
power | user | feeling | turn | pc | know | security | date | cloud,"I've used Trend Micro's products for years and have been very satisfied! No issues to report and highly recommend it!
Even though I am a power user, I love the feeling of turning on my PC and knowing my security definitions are already up to date...in the cloud.","I have a power user feeling and this is the feeling I get when I plug into my PC. I don't have any pc yet, so I don't have time to try it. I have a p"
learning | toy | game | kid | literacy | science | technology | engineering | attention | gist,"For me, the LeapFrog Leap Pad is a great learning toy for children and the games are a huge part of it! This cute Sesame Street game is aimed at preschoolers, but works for all three of my kid testers who range from ages 4, 6, and 7.  The other games we own are more literacy based so this Solve it with Elmo, Abby and Super Grover game for the Leap Pad is great because it focus on 'STEM', which stands for science, technology, engineering and mathematics  concepts.

As far as if this kept the attention of my kid testers, I believe it did! They picked up the gist of the game pretty quick and seemed entertained.  I personally like this game because of the fun ways it tries to teach STEM and the cute graphics.

If your kid likes Sesame Street, they'll probably like LeapFrog game!","I have been using these toys since they launched, back several years ago. I was first introduced to them in Madera in the early 90's and for some years had them ship me the toy toy. The toy is now"
software | company | com | advice | power | attorney | info | computer | program | run | tax | approach | interview | ask | end | packaging | book | topic | education | look | line | lawyer | place | today | date | notary | official | point | deal,"First, this is from the makers of Quicken, a software company that for years has turned out really nice products.  Second, this is paired up with Nolo,com, people that I've looked to for years to get legal advice.  Nothing will replace all lawyers and accountants, but if you have some straight forward will, power of attorney, final arrangements, or need info about caregivers and survivors, this looks to be a well written computer program.

I have it running Windows 7 (64bit) with no issues.  It's got the tax-software wizard type approach, interviewing you and asking questions, you answer them and at the end, it has created for your forms that can be printed and filed with those that need to have these.  This packaging came with a small book from Nolo.com, ""The Legal Answer Book for Families"" - and I skimmed that, and it talked about many many topics, well beyond wills and such, but not very deep into any one topic.  It's enough to get a general education, informed, but probably not enough to solve all your legal questions.  Still, it's in there, take a look at it.

Bottom line: about 25 years ago we paid a lawyer to create the will that we still have in place today.  Our will is not complicated.  This program will allow me to re-create that and bring it up to date, without any lawyer fees.  It's possible I will want a notary to stamp it as official, but I'll get to that point in the software and I'm sure they will tell me the pros and cons to doing that.  So, if you do your own taxes with either of the popular tax programs, then this program, Willmaker 2012, for less than fifty dollars makes this a good deal!","I stopped using Software from my company, which is not affiliated with any of the top 10 software companies in the US. I had no advice from any of the lawyers I worked with at the time this started running my computer program. So instead of"
program | system | scan | control | os | run | computer | thing | bed | job | feature | checkbox | eat | ram | virus | protection | way,"I have an HP Touchsmart, and I got rid of my previous anti-virus program Bitdefender because it just would run the deep system scan anytime it wanted to. Fortunately I have a little more control with Titanium, and it's nice that it runs with Mac OS's (not important to me, but could be important to others), but unfortunately, if you're running a full scan of your computer, don't expect to use ANY OTHER PROGRAM while it's running. It pretty much takes over your computer and all of its processes so just make sure that you do it last thing before bed so you can leave it on for the two+ hours it'll take to do the job. It does have a nice feature of a checkbox so that you can select for the computer to shut down after the scan is complete, but make sure to check that very early in the scan before it starts eating up all your RAM.

Again, another passable virus protection program from Trend Micro, but nothing that will revolutionize the way you think of virus protection.","I have a Program control which runs on my system. I don't have access to the command line, so I don't have to use any other software to get it running. My os is now running so it"
product | artist | program | photo | editing | organize | place | date | face | recognition | sort | software | blast | cover | clue | lot | knock | star | price | bread | bit,"You've got to give this product it's due. Unless you are a professional graphic artist, this great program contains everything you need to edit your photos and more. Sure, Photoshop can do a few things this can't, but you mostly don't need them for everyday photo editing. I've also mostly stopped using Lightroom as this contains great tools for organizing photos by place, date, tags and more. Love the face recognition also, really useful for sorting photos by people (though it sometimes gets it wrong).
The included Face Filter software is a blast. I now know what I'd look like on the cover of Vogue (clue: I look a little, no, a lot weird).
Knocking off one star, as Corel's constant reminders about new products, updates, and the price of bread, get to me a little bit as I paid for this software. However, I find this indispensable software at a great price and for my needs, it's better than Photoshop.",I really love this product!! The creator/program has a lot of cool stuff in it but the photo editing doesn't really help me find my place and I can see why. The first thing I did is take it down and
preview | advance | review | program | year | update | price | change | tax | law | allow | information | need | version | download | info | feature | firm | option | paper | form | web | site | software | updating | return | confidence | entry | ask | lot | time | family | day | processing | penny,"This is a preview of what I think interested buyers would like in advance.  I will follow up with a more complete review when I finish my own taxes.

I have used this program year after year, so I don't expect to find too many faults, but as I said, I will do an update.  What I should have done is wait for a better price.  I bought it at 34 dollars and change.  You can get it now for 19 dollars and change.  Tax law has changed allowing banks, businesses, etc. to wait until much later to provide your tax information therefore there really is no need to buy early.

Update:  This year's version provides for downloading tax info from many financial firms.  Most firms have established deadlines when this feature will be available.  My firm will be ready to download on February 2nd.  Of course, you always have the option to enter the info from a paper form, or using online data at the firms web site.
The tax software itself has had one update in late January and another update is scheduled for February 23rd.  Without the updating being completed (there may be more), you cannot submit your return with any confidence it is correct.  The software will tell you if another update is planned.

Update:  I downloaded data from my financial firm.  Numerous entries were created for Interest, Dividends, and Stock Sales.  It marks each entry asking you to verify each one.  All entries were accurate.  The download saved me a lot of time.

Update:  I submitted 6 returns (3 Federal and 3 State) for members of my family.  All electronically submitted returns were accepted by the IRS within 1 day.  All returns sailed through processing and refunds came very quickly as direct deposits.  The State returns cost $19.95 to submit electronically.  All Federal returns were free to submit electronically.  The software is worth every penny I paid!",I was excited to get this review because I didn't realize that I had a lot of questions about this program before I started updating it. After six months my review by EXCEPT for this one. I didn't think it
block | section | space | mini | video | slate | img | suite | way | business | flagship | product | killer | app | run | version,"<div id=""video-block-R2EH9C7069449C"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/D1Ayhld1V8S.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/31%2BxI0tYGvS.png"" class=""video-slate-img-url"">The Neat Scan to Office suite provides an excellent way to get receipts, business cards, and other documents into Microsoft Office.  Unfortunately it lacks the organizational tools that made NeatCo's flagship product, Neat Receipts, a killer app.

Also note that this is not a Mac product.  It will, however, work with VMWare or Parallels running Windows XP or Vista running a Windows version of Microsoft Office 2003 or 2007.","I'm a bit of a blotch here, because I don't have much room in my mini-DVD. This is basically a mini-video game console with the latest I've ever used."
time | version | manufacturer | decision | preparation | income | past | push | fee | access | printing | problem | tax | family | software | state | year | member | day | desktop | update | return | file | relative | work | computer | say,"I have used TurboTax Deluxe for several years, but this is the first time I've had to buy this version. That was necessitated by Intuit's (the manufacturer) decision not to allow preparation of Schedule E (royalty & rental income) forms with the Deluxe version, like I could in the past. That coupled with the incessant push to make you file electronically through TurboTax (for an additional fee), made this version of TurboTax MUCH less pleasant or easy to use. Accessing and printing selected completed forms is much more difficult as well.

However, the primary problem I have with this version involves my preparation of tax returns for other family members. This is something I've done for years, as I have the time and have already purchased the TurboTax software.

After I completed our state and federal taxes this year, I started to prepare state and federal returns for a family member. I did not complete them in that same day and saved what I'd completed. When I got back to them the next day, I logged into my TurboTax on the desktop,and was informed that an update was available. After I downloaded the update, I tried to open the family member's tax return, but found it no longer existed. The only tax file that TurboTax had retained was mine.

The relative's returns were fairly straight forward, and I completed and printed them that day. I left the work I'd done saved on my computer, with backup copies. The next day, I logged into my TurboTax on the desktop,and again, was informed that an update was available. After I downloaded the ""update"", I again tried to open the family member's tax returns in TurboTax, but found it no longer existed.

I'm not saying that TurboTax Premier Fed, Efile and State 2013 with Refund Bonus Offer removed the family member's tax returns, but I've never encountered this problem before....",I have been using this software for a while now and I was excited to find the latest version of it. The only thing I woud suggest is that they charge full price for the software. I do not have a problem with
end | bundle | burner | time | mouse | spin | beach | ball | version | system | disk | array | waste | money | problem | have | event | blu | ray,"I have a very high end Mac Pro and bought Toast Titanium Pro in a bundle with an external Blu-Ray burner.  Every time I click the mouse in Toast, I get a spinning beach ball for 30 seconds.  I upgraded to the latest version of Toast.  This is a system with a very fast disk array and 24 GB of RAM.  Everything flies except for Toast.

Do not buy this or bundles with it; it's a total waste of money.

Update Nov 2010 -- Well, something changed or the newest version of Toast fixes the problem I was having.  In any event, I am finally able to use Toast to burn blu-ray discs.","I wanted to buy the latest generation of the Sonicare burner so that I could use it without having to throw away all my hard earned money. The problem is that when you get a bundle of some of the burners gone wrong, I"
security | dollar | protection | pain | talk | issue | software,I have been using Kaspersky Internet Security for several years and see no other comparable security out there (dollar for dollar) that offers all of the protection and features that it does.  I have tried several others but they were a pain to use (talking about you Trend Micro).  I have never had an issue with this software and its very easy to use.,I have zero security and dollar protection. You just have to have a dollar for it. I don't need to spend that much on anything. I also don't have time to use any dollar protection. You're talking about
opinion | laptop | work | phone | review | chance,Norton has always been the best and always will be in my opinion.  It was very easy to download this on my laptop and get it working. I haven't put it on my phone yet so that should be interesting. Will update my review once I have a chance to try it on my phone.,In my opinion any laptop with me is better than any other laptop I've used. I use it about once per 2-3 days and it does the same thing but my laptop is smaller and has a much better work than my laptop. If
product | bu | ray | authoring | price | point | value | lot | blu | author | fun | business | getting | newcomer | version,"It took a while to install this-- 30+ minutes with 2 DVDs. I can't award this 5 stars to an ""ultimate"" product that charges you extra for bu-ray authoring. This should have been included with the product, especially at the price point. Still, this product is a great value, especially if you're not a professional and need a lot of pre-made things for your projects. If you want to get professional, everything is there to do it. (Except blu-ray authoring.) You can have a lot of fun with this or make it serious business. If you've had Corel products before, you won't have problems getting started. If you're a newcomer, definitely do the tutorials to get familiar with it. There is enough here that I would upgrade from previous versions and choose this over the regular version without the extras.","I really like this product. It is not BSkyD but you can buy it anywhere, at any point. The authoring is nice and the price point is great. I do not like to be tied to any one person's"
